2010,tt1027683,Kill Speed,Kim Bass,194,22,8,8,11,10,22,26,24,23,40,183967,44,2.2,1,1,3,1,3,3,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt1027718,Wall Street: Money Never Sleeps,Oliver Stone,13321,564,491,1524,3367,3590,1898,855,402,242,388,128600,3086,2.6,16,71,158,127,88,31,108,3,1,4,4,10,6,0,87,3.6,4,4,4,0,2,1,176,3,0,2,10,9,1,0,85,3.1,2,7,1,3,0,1,13,33,60,1,7
2010,tt1028576,Secretariat,Randall Wallace,6729,909,840,1595,1798,908,321,144,75,49,90,138660,113,3.8,1,5,7,1,1,0,7,3.3,1,0,0,0,0,0,30,3.7,1,2,1,0,0,0,6,3.2,0,0,0,0,0,0,68,3.6,2,7,0,3,0,0,0,0,0,0,0
2011,tt1032763,Inseparable,Dayyan Eng,273,27,7,25,40,57,46,22,11,12,26,177310,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,tt1034314,Iron Sky,Timo Vuorensola,5988,457,300,701,1090,1186,787,475,309,230,453,176586,1108,2.7,22,43,70,37,34,27,15,2.6,0,1,1,0,1,1,10,2.8,0,1,0,1,0,0,270,2.9,1,4,4,6,6,0,10,2.7,0,0,0,0,0,0,0,0,0,0,0
2010,tt1037705,The Book of Eli,Albert Hughes,37619,4105,4426,8382,10083,5551,2329,1126,549,378,690,128955,7361,3.3,167,264,240,241,102,105,65,3.5,0,2,1,2,0,0,656,4.2,13,10,10,17,5,0,424,3.3,0,10,13,5,3,0,452,3.4,8,26,15,20,15,3,0,0,0,0,0
2010,tt1038685,The King of Fighters,Gordon Chan,507,28,3,8,13,29,54,51,94,86,141,187558,97,1.4,0,0,1,3,5,30,3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt1053424,Repo Men,Miguel Sapochnik,14087,671,633,1859,3424,3361,1902,872,503,337,525,129518,2463,3.2,45,109,134,99,56,21,31,3.1,0,5,2,0,0,0,85,3.4,2,3,2,5,3,1,96,3.1,1,7,7,7,2,0,97,3.4,3,18,4,22,4,1,0,0,0,0,0
2012,tt1059836,Transit,Antonio Negret,1155,70,41,110,207,278,219,90,54,41,45,201348,132,3,2,7,20,8,1,0,6,2.8,0,0,1,0,0,0,13,3.3,0,3,0,0,0,0,19,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,tt1059887,The Legend of Awesomest Maximus,Jeff Kanew,455,49,10,27,35,49,68,66,40,44,67,131379,49,2.4,1,3,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt1063111,Small Town Saturday Night,Ryan Craig,287,34,3,30,45,67,47,23,16,6,16,175890,5,2.8,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,tt1068961,Midnight Son,Scott Leberecht,341,34,22,63,63,64,46,17,6,7,19,200908,9,3.2,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt1068962,Quincas Berro d'Água,Sérgio Machado,10,1,0,0,2,4,0,0,0,1,2,195718,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,40,3.4,2,0,1,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt1073246,See You in September,Tamara Tunie,144,7,2,5,19,17,37,23,7,9,18,198178,15,2.5,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,tt1074638,Skyfall,Sam Mendes,62647,9535,14067,19306,11683,4342,1667,728,415,251,653,145646,24628,4.1,695,1488,652,428,222,186,416,3.7,10,20,20,9,2,4,1138,4.4,32,31,18,6,0,0,1196,4.1,16,39,25,25,17,5,171,3.7,5,7,10,5,5,2,781,455,234,118,133
2010,tt1075747,Jonah Hex,Jimmy Hayward,8496,319,113,290,718,1284,1689,1506,973,733,871,130351,953,1.7,4,16,33,49,58,31,12,3,0,1,0,0,0,0,86,3.2,1,1,1,4,1,0,55,2.5,0,0,0,4,2,2,45,3.2,1,2,2,6,2,0,0,0,0,0,0
2012,tt1079360,The Girl from the Naked Eye,David Ren,289,23,10,13,30,39,63,37,30,19,25,198859,45,2.3,0,1,4,3,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
