2013,tt2991296,5.5,2204,Beneath
2013,tt2313896,6.2,602,Beneath the Harvest Sky
2013,tt3159564,7.4,2097,Benim Dünyam
2013,tt3132928,6.5,300,Benimle oynar misin?
2013,tt2543298,6.2,17,Benjamin Britten: Peace and Conflict
2013,tt2767948,6.1,1062,Benvenuto Presidente!
2013,tt2269022,5.3,26,Berlin -7º
2013,tt2592126,7.5,19,Berlin Junction
2013,tt2358913,7.9,1955,Beruseruku: Ougon jidai-hen III - Kourin
2013,tt1990420,5,256,Bert and Arnie's Guide to Friendship
2013,tt2576450,3.7,3670,Besharam
2013,tt2184398,7.2,110,Beside Still Waters
2013,tt3184664,7.5,23,Beskonacni hodnik
2013,tt2171118,6.1,117,Besos de Azúcar
2013,tt2224073,5.1,206,Best Friends Forever
2013,tt2499414,3.8,1519,Best Night Ever
2013,tt2637012,4.4,148,Best Worst Friends
2013,tt2215348,5.5,213,Best of Luck
2013,tt2915160,7.2,1176,Bethlehem
2013,tt2241047,3.7,109,Betrayal
2013,tt2771986,4.3,42,Yue lai yue hao: Cun wan
2013,tt1605791,8.2,86,Beyond the Farthest Star
2013,tt1858729,5.3,42,Beyond the Heavens
2013,tt1207922,7.4,72,Beyond the Mat
2013,tt2508332,4.9,63,Bez doteku
2013,tt2879770,7.3,390,Bha Ji in Problem
2013,tt2356180,8.4,29336,Bhaag Milkha Bhaag
2013,tt2644178,3.6,94,Bhai
2013,tt3422416,6.6,63,Bhajarangi
2013,tt3112990,7.1,91,Bhalobasa Aaj Kal
2013,tt2996636,3.8,41,Bharya Athra Pora
2013,tt2447934,6.2,552,"Bianca come il latte, rossa come il sangue"
2013,tt3683214,6,81,Bicycle Thieves
2013,tt2207050,6.6,1630,Bicycling with Molière
2013,tt2791018,6.2,15,Bien profond dans ton âme
2013,tt2309224,6.8,9748,Big Bad Wolves
2013,tt2573206,5.3,82,Big Gay Love
2013,tt1462411,5.8,1183,Big Sur
2013,tt2339379,5.8,227,Big Words
2013,tt3045742,6.6,19,Bikers Kental
2013,tt3162164,5.3,12,Bikkar Bai Sentimental
2013,tt2167970,4.6,528,Bilet na Vegas
2013,tt3092590,6.5,110,Bilet na ksiezyc
2013,tt2493392,6.4,26,Bill Hicks Lives
