Name,Year,imdb ID,Allo ID,imdb 10,imdb 9,imdb 8,imdb 7,imdb 6,imdb 5,imdb 4,imdb 3,imdb 2,imdb 1,douban 5,douban 4,douban 3,douban 2,douban 1,frNumVot,frRat,fr 5,fr 4,fr 3,fr 2,fr 1,fr 0,esNumVot,esRat,es 5,es 4,es 3,es 2,es 1,es 0,ptNumVot,ptRat,pt 5,pt 4,pt 3,pt 2,pt 1,pt 0,deNumVot,deRat,de 5,de 4,de 3,de 2,de 1,de 0,trNumVot,trRat,tr 5,tr 4,tr 3,tr 2,tr 1,tr 0
Harrigan,2013,tt2115325,223301,1,0,3,4,4,4,6,6,6,11,,,,,,2,2.9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the Wrong Reasons,2013,tt1568799,222938,4,1,6,4,3,10,4,1,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragin Cajun Redneck Gators,2013,tt2634414,226452,11,3,5,5,8,24,21,31,20,17,,,,,,8,2.5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristin's Christmas Past,2013,tt3043594,233835,18,11,17,24,27,10,10,4,4,1,,,,,,13,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshin,2013,tt2185384,225752,8,3,4,5,2,1,2,0,1,2,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un beau dimanche,2013,tt2289526,210275,4,1,0,2,6,1,2,0,1,2,,,,,,797,2.8,7,34,37,40,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie Mariposa and the Fairy Princess,2013,tt2946582,223604,9,2,2,8,6,6,0,2,4,4,,,,,,6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igra v pravdu,2013,tt2996932,225321,0,0,5,1,0,0,1,0,0,1,,,,,,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Via Castellana Bandiera,2013,tt1966637,222986,2,0,0,2,1,2,1,0,1,2,,,,,,104,2.8,0,6,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayatboyu,2013,tt2637978,217669,2,1,0,4,2,3,1,1,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,10,2.9,0,0,2,0,0,0
Oggy et les cafards,2013,tt3032300,217271,2,0,1,4,2,0,2,1,1,2,,,,,,343,3,10,16,23,15,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quellen des Lebens,2013,tt2112136,198010,2,0,0,0,3,1,1,2,2,1,,,,,,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Tales from the Dark 1,2013,tt3054776,226506,1,1,1,2,9,5,1,1,5,3,,,,,,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
16 ans ou presque,2013,tt2947742,212754,0,0,0,1,1,0,2,1,0,1,,,,,,1562,2.7,18,31,72,47,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster High: 13 Wishes,2013,tt3159812,222953,11,5,0,8,8,3,2,4,4,4,,,,,,12,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swim Little Fish Swim,2013,tt2416376,210255,6,3,1,5,2,0,1,0,2,6,,,,,,269,3.4,17,18,11,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Todas las mujeres,2013,tt3194474,220541,1,0,1,1,1,2,3,0,1,0,,,,,,0,0,0,0,0,0,0,0,13,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triple Crossed,2013,tt3083006,223566,7,7,4,6,11,7,3,5,12,7,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boule & Bill,2013,tt2538654,134691,0,0,1,1,2,3,3,0,2,2,,,,,,2294,1.8,27,67,112,121,105,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Three Night Stand,2013,tt2597718,226953,7,1,6,7,9,15,9,10,3,6,,,,,,20,2.4,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100% cachemire,2013,tt2319018,203587,0,0,2,0,1,2,1,0,1,1,,,,,,1254,2.1,12,35,51,58,43,49,3,2.9,0,0,0,1,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
2 automnes 3 hivers,2013,tt2871116,220994,1,2,5,11,12,7,2,0,2,1,,,,,,415,3.1,19,27,15,8,8,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vijay and I,2013,tt2203898,203505,2,0,0,2,2,3,1,2,0,4,,,,,,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,2.9,0,1,0,0,0,0,2,3,0,0,0,0,0,0
Banklady,2013,tt1798108,199250,0,1,3,3,4,3,0,1,1,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
The List,2013,tt2150511,216055,1,1,0,2,4,13,10,3,3,6,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jag etter vind,2013,tt2608998,225392,3,1,1,1,5,1,2,0,0,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lose Your Head,2013,tt2624316,217723,3,0,4,7,9,2,5,2,4,7,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Lucky Star,2013,tt2102502,224316,10,2,1,6,8,5,4,1,2,3,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,2013,tt3269074,227376,0,2,6,1,2,3,2,0,3,1,,,,,,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turf,2013,tt2055790,187395,0,0,0,1,0,1,1,1,2,2,,,,,,1301,1.7,14,25,67,65,58,78,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do Not Disturb,2013,tt2607336,197437,5,3,2,6,9,14,9,12,15,20,,,,,,762,1.8,2,25,48,43,31,41,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papusza,2013,tt2719094,224693,1,0,2,3,2,1,1,0,1,2,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Aleksandr's Price,2013,tt2215515,220248,17,3,4,9,7,8,6,2,7,10,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter the Dangerous Mind,2013,tt2229377,232279,11,2,6,5,7,12,4,4,4,6,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Forbidden Girl,2013,tt1763305,217007,4,3,4,4,2,4,4,8,8,16,,,,,,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Dubois,2013,tt2855342,213833,0,0,0,1,2,2,0,2,1,3,,,,,,1325,2.3,15,26,62,47,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grigris,2013,tt2852394,214048,4,1,6,10,6,4,3,1,5,2,,,,,,189,3,0,13,13,13,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Câinele Japonez,2013,tt3223280,225399,2,2,2,5,4,2,2,0,1,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Cupcakes,2013,tt1935742,227394,3,2,5,6,1,3,3,2,3,4,,,,,,51,3.2,0,2,4,3,1,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las horas muertas,2013,tt3249158,222575,3,4,10,15,7,4,4,2,1,6,,,,,,51,3.3,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth,2013,tt2932606,224313,4,14,23,16,7,4,1,0,1,2,,,,,,46,3.6,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Miss Zombie,2013,tt2542616,222907,5,3,3,8,4,0,1,1,3,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pas très normales activités,2013,tt2597216,207786,2,0,0,1,0,1,0,4,2,2,,,,,,1612,1.9,29,48,47,52,45,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tip Top,2013,tt2403981,209117,1,1,2,0,1,1,1,2,4,3,,,,,,768,1.2,12,10,19,16,45,71,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naiyaandi,2013,tt3219310,224468,0,0,0,0,0,0,2,3,3,2,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Môj pes Killer,2013,tt2654428,225124,0,0,1,3,2,5,3,0,3,2,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Qissa: The Tale of a Lonely Ghost,2013,tt2334779,216870,1,2,0,3,3,2,5,0,2,1,,,,,,26,3.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0
Fonzy,2013,tt3077818,219309,1,0,0,1,1,3,3,1,2,5,,,,,,1346,2.3,17,61,60,63,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cal,2013,tt2139725,223518,4,4,2,8,9,2,5,1,3,5,,,,,,2,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bula Quo!,2013,tt2363115,219018,0,0,0,1,0,0,3,5,2,8,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3x3D,2013,tt2693702,218367,3,0,0,2,1,1,3,1,2,3,,,,,,20,2.9,0,0,2,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0
Rasputin,2013,tt2992590,116922,0,0,0,2,1,1,2,0,0,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rites of Passage,2013,tt2799596,188555,2,61,2,1,4,2,1,0,0,0,,,,,,29,2.2,0,1,0,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Frau des Polizisten,2013,tt1734429,222987,1,1,3,1,1,4,3,0,2,4,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Tales from the Dark 2,2013,tt3105008,226507,1,1,1,2,7,6,2,0,1,3,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erkekler,2013,tt3386254,223586,0,0,1,0,0,0,1,1,2,2,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,25,2.7,2,1,1,1,1,5
Zephyr Springs,2013,tt2651916,227504,15,5,8,3,8,9,6,1,5,4,,,,,,8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheatin',2013,tt2361846,226095,8,4,7,11,4,4,0,0,2,1,,,,,,61,3.4,0,8,3,0,2,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0
Supercollider,2013,tt2326124,226392,1,1,0,2,3,2,6,9,4,7,,,,,,22,2.1,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Santa,2013,tt3091126,233838,14,3,11,5,13,11,5,4,4,4,,,,,,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meryem,2013,tt2904616,221450,0,0,3,1,0,0,1,2,1,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,12,2.9,2,0,0,2,0,1
Monster High: Friday Night Frights,2013,tt2650548,223742,7,0,4,10,7,5,1,3,3,4,,,,,,5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand Clear of the Closing Doors,2013,tt2405372,222893,11,5,16,19,10,10,2,1,1,2,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrêtez-moi,2013,tt2290129,194153,0,0,1,1,2,0,3,1,2,1,,,,,,552,2.7,20,32,31,27,28,15,2,3,0,0,0,0,0,0,7,3.3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Powder,2013,tt2217777,203055,7,2,3,10,11,8,3,2,5,7,,,,,,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0
West,2013,tt2476552,225398,3,0,6,2,1,2,1,0,1,0,,,,,,177,3.2,0,8,11,7,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who Needs Enemies,2013,tt2847238,224512,0,3,1,5,4,3,2,5,1,5,,,,,,1,3.1,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Summer,2013,tt2719868,229108,10,10,7,6,10,8,1,4,3,6,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Farewell to Fools,2013,tt1634055,226490,1,0,1,1,8,10,3,1,2,2,,,,,,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zwei Mütter,2013,tt2622156,217616,1,1,2,3,2,4,2,1,3,6,,,,,,4,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiener Dog Nationals,2013,tt1535975,223967,16,5,5,5,7,6,5,6,9,6,,,,,,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth,2013,tt2670524,222124,2,0,1,2,2,0,3,1,3,1,,,,,,34,2.9,0,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tutti contro tutti,2013,tt2636178,225638,0,0,0,1,0,2,1,1,0,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mes séances de lutte,2013,tt2634394,216643,2,1,1,3,3,3,2,2,1,3,,,,,,205,2.7,3,11,6,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rouge Sang,2013,tt2342287,204743,4,5,3,0,2,1,2,0,1,0,,,,,,11,2.9,1,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Les Apaches,2013,tt2848070,220880,0,0,1,1,3,3,3,0,2,1,,,,,,300,2.7,4,10,31,19,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
White Shadow,2013,tt3077150,226535,4,7,1,1,5,1,2,1,1,2,,,,,,23,3.1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Screwed,2013,tt1956618,192538,2,1,1,7,12,14,14,5,5,12,,,,,,73,2.5,0,3,6,8,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lulu femme nue,2013,tt2593230,220725,0,0,2,0,1,1,2,0,1,0,,,,,,965,3.6,23,81,66,29,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumed Killer,2013,tt2321195,224536,17,0,1,2,1,3,4,1,14,10,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulp,2013,tt1737680,228770,30,1,3,3,6,2,2,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
September,2013,tt2637994,226595,0,0,0,0,2,1,2,0,1,0,,,,,,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"Tirez la langue, mademoiselle",2013,tt2916510,214370,0,0,2,2,0,1,1,0,1,2,,,,,,484,2,1,20,22,29,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workers,2013,tt2763400,222086,2,1,1,3,1,0,2,0,1,1,,,,,,35,3.4,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gare du Nord,2013,tt3067878,213993,0,0,0,2,1,4,1,0,2,0,,,,,,349,2.3,3,13,18,18,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy,2013,tt1376205,220830,20,6,9,8,7,7,5,1,1,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonnerre,2013,tt2847090,217778,0,0,2,3,2,2,1,0,1,0,,,,,,439,3.4,11,29,25,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vathikuchi,2013,tt2771926,223575,0,1,1,1,2,2,1,0,0,1,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bends,2013,tt2852460,220807,2,0,4,6,5,3,4,1,2,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Eat,2013,tt3013018,234726,10,6,5,10,10,12,7,4,6,10,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monsoon Shootout,2013,tt2198235,220806,6,5,4,1,4,3,2,0,2,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Amsterdam,2013,tt2397431,194691,0,0,0,0,2,3,1,0,2,0,,,,,,4,3.1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henri,2013,tt2865688,193094,1,0,0,0,0,0,1,0,0,0,,,,,,383,3.6,14,27,25,20,6,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0
The Harvest,2013,tt2543336,216730,11,4,3,4,6,4,4,2,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scherbenpark,2013,tt2671980,198459,0,0,0,1,2,1,2,0,1,1,,,,,,2,2.9,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,8,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Keinohrhase und Zweiohrküken,2013,tt2990702,186923,0,1,1,0,1,1,1,0,0,3,,,,,,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.8,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Final Recourse,2013,tt2562726,227788,14,7,4,6,8,6,10,0,6,3,,,,,,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Territory 8,2013,tt2640674,234557,8,1,0,2,3,5,6,5,10,13,,,,,,14,2.3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shuiyin jie,2013,tt3138596,226235,8,5,3,6,4,2,1,1,2,0,,,,,,38,3.2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Young Perez,2013,tt2658428,126367,1,0,0,0,1,1,1,0,1,0,,,,,,301,3,9,10,12,16,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidon,2013,tt2991008,208451,0,0,0,0,2,3,2,0,2,0,,,,,,398,2,7,12,10,15,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Das kleine Gespenst,2013,tt2186566,209113,1,0,1,0,1,1,1,0,1,0,,,,,,8,2.9,0,0,0,0,0,0,4,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3.2,0,0,0,0,0,0,5,3.1,1,0,0,0,0,0
Mahmut ile Meryem,2013,tt2736928,217338,2,0,0,0,1,0,1,1,0,3,,,,,,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,31,3.8,2,0,0,0,0,1
Midnight Stallion,2013,tt2257816,223619,1,3,1,6,3,6,1,3,4,10,,,,,,3,3.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Morning Karachi,2013,tt1842446,223857,0,0,1,1,0,1,1,1,1,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aya de Yopougon,2013,tt2077703,194895,0,0,1,2,1,1,1,0,2,0,,,,,,530,3.9,8,23,22,7,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebunsu kôdo,2013,tt3265404,225364,5,1,0,1,3,1,0,1,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
